SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,12:31:33,2025-03-04,Petals barcode,Shea Nolan,,005,A,bottom,0.010931,2.538294,0.010884,0.129026,1.200066,1.195400,2.360267,1.160201,11.996134,12.042962,23.685869,0.441786,7.500000,52.71,52.51,19.51,20.09,20.09,99.65,120.3,120.2,0.0,673,4.075,12:25:35,2025-03-04,0.15,1,-0.004,-0.002,-0.002,-0.004,0.001,-0.001,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.503863,2.515130,1.356735,0.844354,0.339796,0.006314,0.150421,0.691334,36.642193,0.000131,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
10,12:32:10,2025-03-04,Petals barcode,Shea Nolan,,005,A,top,0.006588,2.541316,0.006571,0.074272,1.161232,1.158550,2.268149,1.106918,11.626510,11.653424,22.761786,0.441786,7.500000,50.96,50.84,19.53,19.45,19.45,99.65,120.5,120.2,0.2,181,4.074,12:25:35,2025-03-04,0.15,1,-0.002,-0.005,-9999.000,-0.005,0.001,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.501463,2.512580,1.358532,0.844377,0.339577,-0.001004,0.153670,0.264064,36.642551,0.000132,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
11,12:37:25,2025-03-04,Petals barcode,Shea Nolan,,006,A,top,0.014594,2.538006,0.014510,0.167603,1.111484,1.105416,2.242955,1.131472,11.094632,11.155527,22.511667,0.441786,7.500000,49.53,49.26,19.28,19.27,19.27,99.64,120.2,120.2,0.0,279,4.070,12:25:35,2025-03-04,0.15,1,0.000,-0.001,-9999.000,-0.003,-0.002,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.499240,2.510555,1.356564,0.844321,0.342950,-0.000228,0.180630,0.348990,36.660431,0.000131,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
12,12:38:13,2025-03-04,Petals barcode,Shea Nolan,,006,A,bottom,0.005238,2.538764,0.005227,0.061812,1.124377,1.122141,2.282384,1.158007,11.262799,11.285244,22.908031,0.441786,7.500000,50.01,49.91,19.31,19.55,19.55,99.63,120.3,120.3,0.0,692,4.068,12:37:44,2025-03-04,0.06,1,0.002,0.005,-0.015,-0.003,-0.001,0.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.500172,2.511369,1.357014,0.844486,0.342529,0.002533,0.184513,0.707760,36.688686,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
13,12:42:06,2025-03-04,Petals barcode,Shea Nolan,,007,A,bottom,0.006658,2.537699,0.006640,0.091854,1.209859,1.206537,2.561912,1.352053,12.110507,12.143853,25.714973,0.441786,7.500000,52.95,52.81,19.57,21.43,21.43,99.63,120.2,120.1,0.1,1033,4.066,12:37:44,2025-03-04,0.06,1,0.005,0.000,-9999.000,0.000,0.001,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.504273,2.515580,1.356382,0.844028,0.338998,0.020639,0.202989,1.003850,36.834240,0.000132,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
14,12:42:38,2025-03-04,Petals barcode,Shea Nolan,,007,A,top,0.005513,2.543169,0.005502,0.065815,1.252523,1.250152,2.422406,1.169883,12.547974,12.571773,24.314079,0.441786,7.500000,54.46,54.35,19.68,20.51,20.51,99.63,120.6,120.1,0.4,277,4.065,12:37:44,2025-03-04,0.06,1,-0.001,-0.001,-9999.000,0.001,-0.002,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.506454,2.517722,1.359636,0.844071,0.337547,0.009156,0.205337,0.347224,36.839962,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
15,12:51:17,2025-03-04,Petals barcode,Shea Nolan,,008,A,top,0.016673,2.539547,0.016564,0.195000,1.240731,1.233691,2.391864,1.151133,12.386734,12.457419,24.015240,0.441786,7.500000,52.10,51.81,20.24,20.31,20.31,99.60,120.4,120.3,0.0,84,4.058,12:37:44,2025-03-04,0.06,1,-0.002,-0.000,-0.010,0.000,-0.000,0.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.502674,2.514186,1.357479,0.844614,0.330029,0.000521,0.241788,0.179260,36.972641,0.000130,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
16,12:52:28,2025-03-04,Petals barcode,Shea Nolan,,008,A,bottom,-0.005731,2.540360,-0.005744,-0.072033,1.199302,1.201903,2.425648,1.226346,12.067475,12.041367,24.354259,0.441786,7.500000,49.60,49.71,20.48,20.54,20.54,99.60,120.4,120.2,0.2,685,4.056,12:51:31,2025-03-04,-0.04,1,-0.005,-0.005,-9999.000,0.000,0.003,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.499599,2.510646,1.357963,0.844248,0.326782,0.000273,0.246156,0.701634,36.972641,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
17,12:55:27,2025-03-04,Petals barcode,Shea Nolan,,009,A,bottom,-0.006933,2.541787,-0.006952,-0.090298,1.347647,1.350899,2.615213,1.267565,13.566541,13.533891,26.263550,0.441786,7.500000,54.20,54.33,20.94,21.76,21.76,99.58,120.5,120.0,0.4,1172,4.054,12:51:31,2025-03-04,-0.04,1,-0.002,-0.003,-9999.000,-0.000,0.000,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.506097,2.517181,1.358812,0.843908,0.320869,0.008904,0.257385,1.124548,36.949394,0.000132,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
18,12:56:00,2025-03-04,Petals barcode,Shea Nolan,,009,A,top,0.015865,2.541011,0.015766,0.179092,1.407140,1.400693,2.515976,1.108836,14.066286,14.131035,25.266382,0.441786,7.500000,56.17,55.91,21.06,21.13,21.13,99.58,120.5,119.8,0.6,203,4.053,12:51:31,2025-03-04,-0.04,1,0.004,0.001,-9999.000,-0.001,-0.001,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.508312,2.519975,1.358350,0.843338,0.319306,0.000389,0.259381,0.282620,36.935089,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
19,12:59:33,2025-03-04,Petals barcode,Shea Nolan,,010,A,top,0.004060,2.542208,0.004054,0.045873,1.352516,1.350865,2.457745,1.105229,13.566343,13.582925,24.682411,0.441786,7.500000,53.44,53.37,21.23,20.75,20.75,99.57,120.6,119.8,0.6,188,4.050,12:51:31,2025-03-04,-0.04,1,-0.002,-0.001,-9999.000,0.000,-0.002,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.504660,2.516013,1.359064,0.843324,0.317167,-0.005787,0.272466,0.269544,36.878227,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
20,13:00:27,2025-03-04,Petals barcode,Shea Nolan,,010,A,bottom,-0.021514,2.538470,-0.021698,-0.262890,1.337134,1.346621,2.520322,1.183188,13.522635,13.427368,25.308819,0.441786,7.500000,52.92,53.30,21.20,21.16,21.16,99.58,120.3,119.9,0.3,596,4.049,12:51:31,2025-03-04,-0.04,1,-0.000,-0.002,-9999.000,0.000,-0.001,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.504559,2.515276,1.356839,0.843557,0.317526,-0.000881,0.275743,0.623833,36.890388,0.000134,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
21,13:05:19,2025-03-04,Petals barcode,Shea Nolan,,011,A,bottom,0.002649,2.540365,0.002646,0.032325,1.231493,1.230328,2.425014,1.193520,12.361717,12.373429,24.365324,0.441786,7.500000,49.68,49.64,20.89,20.53,20.53,99.53,120.4,120.1,0.3,700,4.046,12:51:31,2025-03-04,-0.04,1,0.004,0.003,0.013,0.000,0.001,0.005,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.499390,2.510663,1.357966,0.844090,0.321526,-0.004354,0.293025,0.714516,36.940098,0.000132,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
22,13:06:12,2025-03-04,Petals barcode,Shea Nolan,,011,A,top,-0.014461,2.537514,-0.014544,-0.173741,1.169544,1.175825,2.337502,1.167958,11.814304,11.751198,23.486462,0.441786,7.500000,47.13,47.38,20.91,19.94,19.94,99.53,120.2,120.0,0.1,222,4.044,13:05:31,2025-03-04,0.03,1,-0.000,-0.003,-9999.000,0.003,0.002,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.496128,2.506823,1.356272,0.843938,0.321290,-0.011179,0.295920,0.299436,36.926506,0.000130,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
23,13:09:42,2025-03-04,Petals barcode,Shea Nolan,,012,A,top,0.001574,2.539543,0.001573,0.019279,1.170243,1.169547,2.368487,1.198244,11.750045,11.757038,23.795397,0.441786,7.500000,46.92,46.89,20.99,20.15,20.15,99.54,120.4,120.1,0.2,365,4.041,13:05:31,2025-03-04,0.03,1,-0.001,-0.001,-9999.000,-0.001,0.000,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.495389,2.506490,1.357477,0.843981,0.320215,-0.009764,0.308193,0.423236,37.095665,0.000132,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
24,13:10:08,2025-03-04,Petals barcode,Shea Nolan,,012,A,bottom,-0.006209,2.537813,-0.006224,-0.077599,1.173434,1.176239,2.392263,1.218829,11.816215,11.788035,24.032091,0.441786,7.500000,47.08,47.19,20.98,20.31,20.31,99.54,120.2,120.0,0.2,535,4.041,13:05:31,2025-03-04,0.03,1,-0.002,0.001,0.009,-0.000,-0.000,0.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.495831,2.506730,1.356450,0.843796,0.320363,-0.007835,0.309510,0.571536,37.100315,0.000130,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
1,13:44:59,2025-03-04,Petals barcode,Shea Nolan,,013,A,bottom,0.005605,2.543207,0.005593,0.074898,1.204868,1.202169,2.513501,1.308633,12.072611,12.099707,25.241465,0.441786,7.500000,46.66,46.55,21.55,21.11,21.11,99.58,120.6,120.2,0.4,557,4.036,13:44:14,2025-03-04,0.33,1,-0.001,-0.001,0.007,-0.016,-0.024,-0.059,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.494764,2.505531,1.359659,0.844196,0.313027,-0.005430,0.157939,0.590681,54.657700,0.000130,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
2,13:45:21,2025-03-04,Petals barcode,Shea Nolan,,013,A,top,0.001732,2.542773,0.001730,0.021532,1.208278,1.207502,2.424682,1.216404,12.126833,12.134624,24.350859,0.441786,7.500000,46.97,46.94,21.49,20.53,20.53,99.57,120.6,120.1,0.4,128,4.035,13:44:14,2025-03-04,0.33,1,0.003,0.003,-9999.000,-0.011,-0.024,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.495338,2.506002,1.359400,0.844118,0.313808,-0.011260,0.160440,0.218244,54.072975,0.000132,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
3,13:48:19,2025-03-04,Petals barcode,Shea Nolan,,014,A,top,0.003971,2.539638,0.003965,0.050236,1.218185,1.216372,2.456375,1.238190,12.217258,12.235471,24.671871,0.441786,7.500000,47.77,47.70,21.35,20.74,20.74,99.56,120.4,120.1,0.2,219,4.033,13:44:14,2025-03-04,0.33,1,0.005,0.002,-9999.000,-0.002,-0.003,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.496481,2.507217,1.357533,0.844145,0.315626,-0.007270,0.178923,0.296482,51.542759,0.000131,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
4,13:48:41,2025-03-04,Petals barcode,Shea Nolan,,014,A,bottom,-0.004369,2.537736,-0.004377,-0.056791,1.222208,1.224261,2.489968,1.267759,12.296960,12.276346,25.010225,0.441786,7.500000,47.91,47.99,21.35,20.96,20.96,99.56,120.2,120.0,0.2,1069,4.032,13:44:14,2025-03-04,0.33,1,-0.002,-0.003,-0.015,-0.006,-0.008,-0.018,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.496904,2.507423,1.356404,0.843907,0.315555,-0.004862,0.181061,1.035293,51.374317,0.000130,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
5,13:51:03,2025-03-04,Petals barcode,Shea Nolan,,015,A,bottom,-0.004090,2.536912,-0.004097,-0.052300,1.229154,1.231045,2.476560,1.247406,12.364576,12.345584,24.874489,0.441786,7.500000,47.16,47.23,21.71,20.87,20.87,99.56,120.2,120.1,0.0,466,4.029,13:44:14,2025-03-04,0.33,1,0.001,-0.003,-9999.000,-0.004,-0.004,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.495713,2.506232,1.355915,0.844180,0.311131,-0.009857,0.194935,0.511758,50.293922,0.000132,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
6,13:51:42,2025-03-04,Petals barcode,Shea Nolan,,015,A,top,0.026650,2.539158,0.026374,0.336891,1.296961,1.284806,2.544330,1.247369,12.903347,13.025426,25.552794,0.441786,7.500000,49.52,49.06,21.79,21.31,21.31,99.57,120.3,120.1,0.2,285,4.029,13:44:14,2025-03-04,0.33,1,0.008,0.002,0.017,-0.007,-0.009,-0.016,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.498333,2.509665,1.357248,0.844052,0.310145,-0.005832,0.198590,0.353941,49.955605,0.000131,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
7,13:54:21,2025-03-04,Petals barcode,Shea Nolan,,016,A,top,0.004211,2.535838,0.004204,0.076326,1.198849,1.196087,2.969075,1.770226,12.010982,12.038727,29.815155,0.441786,7.500000,44.50,44.40,22.25,23.86,23.86,99.58,120.1,120.0,0.1,1290,4.026,13:44:14,2025-03-04,0.33,1,-0.002,-0.001,-9999.000,-0.002,-0.009,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.491454,2.502186,1.355279,0.843767,0.304441,0.017845,0.212321,1.226426,48.552990,0.000131,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
